,"w Reduced age range. For vitamin A supplementation, this identifies countries with national vitamin A supplementation programmes targeted towards a reduced age age. Coverage figure is reported as targeted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,x Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"y Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,z Identifies countries for which the national estimate is not displayed but for which the national estimate has been used for regional and all priority country estimates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,* Data refer to the most recent year available during the period specified in the column heading.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DEFINITIONS OF THE INDICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stunting (preschoolers) – Moderate and severe: Percentage of children aged 0–59 months who are below minus two standard deviations from median height-for-age of the WHO Child Growth Standards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wasting (preschoolers) – Moderate and severe: Percentage of children aged 0–59 months who are below minus two standard deviations from median weight-for-height of the WHO Child Growth Standards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wasting (preschoolers) – Severe: Percentage of children aged 0–59 months who are below minus three standard deviations from median weight-for-height of the WHO Child Growth Standards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Overweight (preschoolers) – Moderate and severe: Percentage of children aged 0–59 months who are above two standard deviations from median weight-for-height of the WHO Child Growth Standards (includes severe overweight).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Vitamin A supplementation, full coverage – The estimated percentage of children aged 6–59 months reached with 2 doses of vitamin A supplements approximately 4–6 months apart in a given calendar year.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thinness (school age children) – Percentage of children aged 5–19 years with  BMI < -2 SD of the median according to the WHO growth reference for school-age children and adolescents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Overweight (school age children) – Percentage of children aged 5–19 years with  BMI > 1 SD of the median according to the WHO growth reference for school-age children and adolescents.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Underweight (women 18+) – Percentage of women 18+ years of age with a body mass index (BMI) less than 18.5 kg/m2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Anaemia (women 15-49 years) – Percentage of women aged 15?49 years with a haemoglobin concentration less than 120 g/L for non-pregnant women and lactating women, and less than 110 g/L for pregnant women, adjusted for altitude and smoking.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Households consuming salt with iodine – Percentage of households consuming salt with any iodine (>0 ppm).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAIN DATA SOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Stunting, overweight, wasting and severe wasting (preschool children) – DHS, MICS, and other national household surveys. Last update: March 2019.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vitamin A supplementation – UNICEF. Last Update: February 2019.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thinness and overweight (school age children), and underweight (women 18+) – NCD Risk Factor Collaboration (NCD-RisC), based on Worldwide trends in body-mass index, underweight, overweight and obesity from 1975 to 2016: a pooled analysis of 2416 population-based measurement studies in 128.9 million children, adolescents, and adults. The Lancet 2017, 390 (10113): 2627–2642. Last update: August 2019.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Underweight (women 18+) – Global Health Observatory, WHO. Last update: August 2019.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Anaemia (women 15-49 years) – Global Health Observatory, WHO. Last update: August 2019.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Iodized salt consumption – DHS, MICS, other national household surveys, and school-based surveys. Last update: June 2019.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DEFINITIONS OF THE INDICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Low birthweight – Percentage of infants weighing less than 2,500 grams at birth.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Early initiation of breastfeeding – Percentage of infants who are put to the breast within one hour of birth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exclusive breastfeeding <6 months – Percentage of children aged 0–5 months who are fed exclusively with breast milk in the 24 hours prior to the survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Introduction of solid, semi-solid or soft foods [6–8 months] – Percentage of children aged 6–8 months who received solid, semi-solid or soft foods in the 24 hours prior to the survey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breastfeeding at age 2 – Percentage of children aged 20–23 months who received breast milk in the 24 hours prior to the survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Underweight – Moderate and severe: Percentage of children aged 0–59 months who are below minus two standard deviations from median weight-for-age of the World Health Organization (WHO) Child Growth Standards; severe: Percentage of children aged 0–59 months who are below minus three standard deviations from median weight-for-age of the WHO Child Growth Standards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stunting – Moderate and severe: Percentage of children aged 0–59 months who are below minus two standard deviations from median height-for-age of the WHO Child Growth Standards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wasting – Moderate and severe: Percentage of children aged 0–59 months who are below minus two standard deviations from median weight-for-height of the WHO Child Growth Standards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Overweight – Moderate and severe: Percentage of children aged 0?59 months who are above two standard deviations from median weight-for-height of the WHO Child Growth Standards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vitamin A supplementation full coverage – The estimated percentage of children aged 6–59 months reached with 2 doses of vitamin A supplements.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Iodized salt consumption – Percentage of households consuming adequately iodized salt (15 parts per million or more).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAIN DATA SOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Low birthweight – Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national household surveys, data from routine reporting systems, UNICEF and WHO.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Breastfeeding – DHS, MICS, other national household surveys and UNICEF.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Underweight, stunting, wasting and overweight – DHS, MICS, other national household surveys, WHO and UNICEF.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vitamin A supplementation – UNICEF.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Iodized salt consumption – DHS, MICS, other national household surveys and UNICEF.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
