,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Timor-Leste,?,?,No,Yes,37,,?,,?,,75,,65,,73,,65,,50,,61,,2,,9,,3,,4,,18,,6,,?,,?,,?,?,
,Togo,High,?,Yes,Yes,37,,17,,3,,53,,45,,49,,69,,53,,61,,1,,5,,3,,2,,4,,2,,49,,39,,53,38,
,Tokelau,?,?,?,?,–,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,?,
,Tonga,?,?,No,No,48,x,53,,55,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,?,
,Trinidad and Tobago,Low,0.8,Yes,No,58,x,57,x,57,x,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,88,74,
,Tunisia,High,?,No,Yes,73,x,50,,39,,73,,69,,70,,18,,29,,26,,14,,13,,13,,22,,23,,23,,?,,?,,46,28,
,Turkey,Low,?,Yes,Yes,60,,40,,29,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,83,54,
,Turkmenistan,?,?,?,?,76,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,46,36,
,Turks and Caicos Islands,?,?,?,?,–,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,?,
,Tuvalu,?,?,?,?,41,x,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,?,
,Uganda,High,0.8,No,Yes,54,,14,,6,,57,,77,,62,,39,,60,,45,,2,,5,,3,,3,,12,,4,,?,,?,,66,53,
,Ukraine,Low,0.5,Yes,No,68,x,78,x,71,x,67,,70,,69,,54,,58,,57,,?,,?,,?,,?,,?,,?,,?,,?,,65,61,
,United Arab Emirates,?,0.1,No,No,–,,43,x,60,x,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,99,,99,,93,76,
,United Kingdom,Very Low,0.9,Yes,Yes,–,,76,,73,,64,,69,,68,,55,,58,,58,,3,,4,,4,,3,,4,,4,,?,,?,,97,96,
,United Republic of Tanzania,High,0.8,No,Yes,54,,5,,2,,91,,83,,88,,86,,72,,80,,1,,3,,2,,1,,6,,3,,?,,?,,52,42,
,United States,Very low,?,No,No,77,,89,,90,,64,,70,,69,,53,,58,,57,,4,,4,,4,,4,,4,,4,,?,,?,,94,93,
,Uruguay,Low,?,Yes,Yes,–,,26,,33,,77,,72,,72,,51,,56,,56,,2,,7,,7,,7,,10,,10,,78,,80,,68,61,
,Uzbekistan,?,?,Yes,No,–,,94,,91,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,38,36,
,Vanuatu,?,?,No,No,51,,?,,?,,82,x,68,x,78,x,63,x,51,x,60,x,2,x,10,x,4,x,2,x,15,x,5,x,?,,?,,?,?,
,Venezuela (Bolivarian Republic of),?,?,?,?,–,,59,,65,,76,,69,,69,,32,,46,,45,,?,,?,,?,,?,,?,,?,,?,,?,,77,70,
,Viet Nam,Low,0.7,Yes,Yes,70,,30,x,21,x,85,,74,,81,,77,,63,,72,,2,,3,,2,,1,,3,,2,,?,,?,,31,30,
,Yemen,Very high,?,?,?,38,,?,,?,,65,,66,,65,,5,,8,,6,,13,,10,,12,,25,,29,,26,,?,,?,,11,2,
,Zambia,Medium,?,No,No,62,,?,,?,,34,,59,,45,,20,,36,,28,,12,,10,,11,,10,,15,,13,,?,,?,,52,40,
,Zimbabwe,Medium,?,Yes,No,85,,19,,12,,90,,70,,82,,95,,87,,92,,1,,12,,5,,1,,19,,6,,?,,?,,59,52,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SUMMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Asia and Pacific,?,?,?,?,86,,35,,29,,?,,?,,78,**,?,,?,,55,**,?,,?,,3,**,?,,?,,3,**,?,,?,,75,71,
,Europe and Central Asia,?,?,?,?,77,,74,,69,,?,,?,,66,,?,,?,,53,,?,,?,,6,,?,,?,,7,,?,,?,,84,79,
,Eastern Europe and Central Asia,?,?,?,?,69,,76,,71,,?,,?,,69,,?,,?,,53,,?,,?,,6,,?,,?,,6,,?,,?,,68,62,
,Western Europe,?,?,?,?,83,,72,,68,,?,,?,,65,,?,,?,,53,,?,,?,,7,,?,,?,,7,,?,,?,,95,93,
,Latin America and Caribbean,?,?,?,?,83,,42,,44,,?,,?,,78,,?,,?,,52,,?,,?,,5,,?,,?,,8,,?,,?,,59,52,
,Middle East and North Africa,?,?,?,?,68,,43,,40,,?,,?,,68,,?,,?,,19,,?,,?,,?,,?,,?,,?,,?,,?,,59,43,
,North America,?,?,?,?,83,,88,,89,,?,,?,,69,,?,,?,,58,,?,,?,,4,,?,,?,,4,,?,,?,,94,93,
,South Asia,?,?,?,?,67,,34,,20,,?,,?,,79,,?,,?,,25,,?,,?,,3,,?,,?,,4,,?,,?,,75,64,
,Sub-Saharan Africa,?,?,?,?,53,,30,,20,,?,,?,,70,,?,,?,,59,,?,,?,,6,,?,,?,,8,,?,,?,,47,35,
,Eastern and Southern Africa,?,?,?,?,62,,24,,18,,?,,?,,75,,?,,?,,63,,?,,?,,7,,?,,?,,10,,?,,?,,49,41,
,West and Central Africa,?,?,?,?,41,,35,,22,,?,,?,,64,,?,,?,,54,,?,,?,,5,,?,,?,,5,,?,,?,,44,28,
,Least developed countries,?,?,?,?,58,,23,,13,,?,,?,,75,,?,,?,,52,,?,,?,,4,,?,,?,,7,,?,,?,,41,28,
,World,?,?,?,?,76,,44,,38,,?,,?,,74,,?,,?,,44,,?,,?,,4,,?,,?,,5,,?,,?,,72,65,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"For a complete list of countries and areas in the regions, subregions and country categories, see page 182 or visit <data.unicef.org/regionalclassifications>.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,It is not advisable to compare data from consecutive editions of The State of the World’s Children.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,? Data not available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,x Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,* Data refer to the most recent year available during the period specified in the column heading.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,** Excludes China.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DEFINITIONS OF THE INDICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Social Institutions and Gender Index (SIGI) – Level of gender discrimination in social institutions defined as discrimination in the family, restricted physical integrity, restricted access to reproductive and financial resources, and restricted liberties.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Legal frameworks that promote, enforce and monitor gender equality in employment and economic benefits – Measures as a percentage of achivement from 0 to 100 with 100 being best practice, government efforts to put in place legal frameworks that promote, enforce and monitor gender equality in the area of employment and economic benefits.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maternity leave benfits – Whether the law provides for 14 weeks or more of paid maternity leave in accordance with the International Labour Organization standards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paternity leave benefits – Whether the law provides for paid paternity leave (of any length).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Demand for family planning satisfied with modern methods – Percentage of women of reproductive age (15?49 years) who have their need for family planning satisfied with modern methods.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educational attainment – Percentage of the population aged 25 years and older that completed at least upper secondary education (ISCED 3).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Labour force participation rate – The proportion of a country’s working-age population that engages actively in the labour market, either by working or looking for work. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unemployment rate – The percentage of persons in the labour force who are unemployed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mobile phone ownership – Proportion of individuals who own a mobile telephone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Financial inclusion – The percentage of adults (ages 15+) who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or personally using a mobile money service in the past 12 months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAIN DATA SOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Social Institutions and Gender Equality Index (SIGI) – Organisation for Economic Co-operation and Development (OECD). Last update: March 2019. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Legal frameworks that promote, enforce and monitor gender equality in employment and economic benefits – UN Women, World Bank Group, OECD Development Centre. Last update: July 2019. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maternity leave benefits – World Bank Women Business and the Law. Last update: February 2019. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paternity leave benefits – World Bank Women Business and the Law. Last update: February 2019. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Demand for family planning satisfied with modern methods – United Nations, Department of Economic and Social Affairs, Population Division, United Nations Population Fund (UNFPA), based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), Reproductive Health Surveys, other national surveys, and National Health Information Systems (HIS). Last Update: March 2019.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educational attainment – UNESCO Institute for Statistics (UIS). Last update: June 2019. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Labour force participation rate – International Labour Organization (ILO). Last update: August 2019. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unemployment rate – International Labour Organization (ILO). Last update: August 2019. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mobile phone ownership – International Telecommunication Union (ITU). Last update: March 2019.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Financial inclusion – World Bank. Last update: July 2019.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Country data on SDG indicators included in this table (legal frameworks on gender equality in employment, demand for family planning satisfied with modern methods, mobile phone ownership, and financial inclusion) refer to the most recent year available as reported in the SDG Global Database 2019 version.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
