,United Republic of Tanzania,16.4,,15.7,1.3,3.5,,0.5,7.3,17.3,,0.0,2584.0,5.0,?,,?,,,,,,,,,,,,,,,,,,,,
,United States,19.7,,22.4,13.8,5.0,,?,36.6,13.6,,?,?,?,34732.0,,0.2,,,,,,,,,,,,,,,,,,,,
,Uruguay,32.6,,34.1,6.2,4.4,,1.2,19.0,14.9,,0.0,41.0,0.1,?,,?,,,,,,,,,,,,,,,,,,,,
,Uzbekistan,21.8,,15.0,3.0,7.1,,?,9.0,21.1,,?,638.0,1.3,?,,?,,,,,,,,,,,,,,,,,,,,
,Vanuatu,25.0,,27.9,2.0,5.5,,0.3,4.9,13.0,,0.0,132.0,15.5,?,,?,,,,,,,,,,,,,,,,,,,,
,Venezuela (Bolivarian Republic of),?,,?,2.0,?,,?,4.1,?,,?,87.0,?,?,,?,,,,,,,,,,,,,,,,,,,,
,Viet Nam,21.5,,21.6,2.4,5.7,,1.0,7.9,18.5,,0.0,2376.0,1.1,?,,?,,,,,,,,,,,,,,,,,,,,
,Yemen,?,,?,0.6,?,,?,2.2,?,,?,3234.0,?,?,,?,,,,,,,,,,,,,,,,,,,,
,Zambia,16.9,,20.8,2.1,?,,0.3,7.4,?,,0.0,1023.0,4.1,?,,?,,,,,,,,,,,,,,,,,,,,
,Zimbabwe,17.4,,26.6,4.0,7.5,,0.4,15.9,30.0,,0.0,726.0,4.6,?,,?,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SUMMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Asia and Pacific,15.9,,11.8,2.9,4.0,**,0.8,9.9,16.6,**,0.1,?497.8,0.2,7908.9,**,0.2,**,,,,,,,,,,,,,,,,,,,
,Europe and Central Asia,31.0,,32.7,5.4,4.7,,?,12.7,11.8,,?,1461.6,1.1,9847.3,,0.4,,,,,,,,,,,,,,,,,,,,
,Eastern Europe and Central Asia,27.2,,29.4,3.1,4.3,,2.0,8.8,12.5,,0.1,1461.6,1.1,?,,?,,,,,,,,,,,,,,,,,,,,
,Western Europe,34.2,,35.4,7.4,5.1,,?,16.0,11.2,,?,?,?,9847.3,,0.4,,,,,,,,,,,,,,,,,,,,
,Latin America and Caribbean,22.7,,26.6,3.8,5.5,,1.7,11.8,17.0,,0.1,386.9,0.4,?,,?,,,,,,,,,,,,,,,,,,,,
,Middle East and North Africa,27.4,,27.9,2.8,?,,0.9,9.4,?,,0.0,1346.5,0.9,?,,?,,,,,,,,,,,,,,,,,,,,
,North America,19.5,,21.9,13.2,5.0,,?,34.8,13.5,,?,?,?,31625.9,,0.2,,,,,,,,,,,,,,,,,,,,
,South Asia,12.3,‡ ,15.3,0.8,3.5,,1.3,3.3,13.7,,0.1,3007.2,0.7,?,,?,,,,,,,,,,,,,,,,,,,,
,Sub-Saharan Africa,14.5,,16.9,1.5,4.3,,1.0,7.0,17.7,,29.9,2018.1,5.2,?,,?,,,,,,,,,,,,,,,,,,,,
,Eastern and Southern Africa,17.6,,17.9,2.0,4.6,,1.4,8.9,19.0,,43.8,1993.3,5.6,?,,?,,,,,,,,,,,,,,,,,,,,
,West and Central Africa,11.3,,15.1,0.9,3.8,,0.7,5.1,15.9,,?,2043.5,4.8,?,,?,,,,,,,,,,,,,,,,,,,,
,Least developed countries,14.2,,14.0,1.1,3.2,,1.0,5.8,15.3,,27.4,2196.7,6.6,?,,?,,,,,,,,,,,,,,,,,,,,
,World,17.9,,18.8,2.9,4.1,,1.2,9.1,15.2,,4.6,1447.8,1.3,11263.6,,?,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"For a complete list of countries and areas in the regions, subregions and country categories, see page 182 or visit <data.unicef.org/regionalclassifications>.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,It is not advisable to compare data from consecutive editions of The State of the World’s Children.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,– Data not available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,* Data refer to the most recent year available during the period specified in the column heading.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,** Excludes China.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,‡ Excludes India.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DEFINITIONS OF THE INDICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Government revenue as % of GDP – Revenue is cash receipts from taxes, social contributions, and other revenues such as fines, fees, rent, and income from property or sales. Grants are also considered as revenue but are excluded here.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Government expenditure – General government final consumption expenditure (formerly general government consumption) includes all government current expenditures for purchases of goods and services (including compensation of employees). It also includes most expenditures on national defence and security, but excludes government military expenditures that are part of government capital formation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Government expenditure expressed as a % of GDP – Total government expenditure as well as the specific expenditures on health, education, and social protection.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Government expenditure expressed as a % of Total government expenditure – Specific expenditures on health, education, and social protection.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ODA  (Net official development assistance) – Official development assistance flows are defined as those flows to countries and territories on the DAC List of ODA Recipients and to multilateral development institutions which are: (a) provided by official agencies, including state and local governments, or by their executive agencies;  (b) each transaction of which is administered with the promotion of the economic development and welfare of developing countries as its main objective; and (c) is concessional in character.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ODA  (Net official development assistance) for donor countries – expressed as an outflow of resources (in US dollars and as % of Gross National Income).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ODA  (Net official development assistance) for recipient countries – expressed as an intflow of resources (in US dollars and as % of Gross National Income).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAIN DATA SOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ODA – Organisation for Economic Co-operation and Development. Last update: February 2019. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Government revenue as % of GDP – World Development Indicators. Last update: June 2019.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Government Expenditure – World Development Indicators. Last update: June 2019.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
